event_id,asset_id,event_type,policy_v1,policy_v2,decision_v1,decision_v2,reason_code_v1,reason_code_v2,previous_state_v1,previous_state_v2,next_state_v1,next_state_v2,outcome_changed,change_type,message_v1,message_v2
"e072","mic-004","MAINTENANCE_OPEN","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","STATE_TRANSITION_ALLOWED","","AVAILABLE","","MAINTENANCE","YES","DECISION_CHANGED","Unknown event type: MAINTENANCE_OPEN","Maintenance started successfully."
"e073","mic-004","MAINTENANCE_CLOSE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","STATE_TRANSITION_ALLOWED","","MAINTENANCE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: MAINTENANCE_CLOSE","Maintenance completed successfully."
"e076","trip-004","TRANSFER_IN","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","STATE_TRANSITION_ALLOWED","","IN_TRANSIT","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: TRANSFER_IN","Transfer completed successfully."
"e077","trip-004","CHECKOUT","1.0.0","2.0.0","REJECTED","ACCEPTED","ILLEGAL_STATE_TRANSITION","STATE_TRANSITION_ALLOWED","IN_TRANSIT","AVAILABLE","","CHECKED_OUT","YES","DECISION_CHANGED","Cannot CHECKOUT an asset in state IN_TRANSIT.","CHECKOUT completed successfully."
"e078","trip-004","RETURN","1.0.0","2.0.0","REJECTED","ACCEPTED","ILLEGAL_STATE_TRANSITION","STATE_TRANSITION_ALLOWED","IN_TRANSIT","CHECKED_OUT","","AVAILABLE","YES","DECISION_CHANGED","Cannot RETURN an asset in state IN_TRANSIT.","RETURN completed successfully."
"e080","tab-003","TRANSFER_OUT","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","STATE_TRANSITION_ALLOWED","","AVAILABLE","","IN_TRANSIT","YES","DECISION_CHANGED","Unknown event type: TRANSFER_OUT","Transfer initiated successfully."
"e081","tab-003","TRANSFER_IN","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","STATE_TRANSITION_ALLOWED","","IN_TRANSIT","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: TRANSFER_IN","Transfer completed successfully."
"e082","tab-004","MAINTENANCE_CLOSE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","STATE_TRANSITION_ALLOWED","","MAINTENANCE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: MAINTENANCE_CLOSE","Maintenance completed successfully."
"e083","tab-004","CHECKOUT","1.0.0","2.0.0","REJECTED","ACCEPTED","ILLEGAL_STATE_TRANSITION","STATE_TRANSITION_ALLOWED","MAINTENANCE","AVAILABLE","","CHECKED_OUT","YES","DECISION_CHANGED","Cannot CHECKOUT an asset in state MAINTENANCE.","CHECKOUT completed successfully."
"e084","tab-004","RETURN","1.0.0","2.0.0","REJECTED","ACCEPTED","ILLEGAL_STATE_TRANSITION","STATE_TRANSITION_ALLOWED","MAINTENANCE","CHECKED_OUT","","AVAILABLE","YES","DECISION_CHANGED","Cannot RETURN an asset in state MAINTENANCE.","RETURN completed successfully."
"e085","light-003","MAINTENANCE_CLOSE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","STATE_TRANSITION_ALLOWED","","MAINTENANCE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: MAINTENANCE_CLOSE","Maintenance completed successfully."
"e086","light-003","CHECKOUT","1.0.0","2.0.0","REJECTED","ACCEPTED","ILLEGAL_STATE_TRANSITION","STATE_TRANSITION_ALLOWED","MAINTENANCE","AVAILABLE","","CHECKED_OUT","YES","DECISION_CHANGED","Cannot CHECKOUT an asset in state MAINTENANCE.","CHECKOUT completed successfully."
"e087","light-003","RETURN","1.0.0","2.0.0","REJECTED","ACCEPTED","ILLEGAL_STATE_TRANSITION","STATE_TRANSITION_ALLOWED","MAINTENANCE","CHECKED_OUT","","AVAILABLE","YES","DECISION_CHANGED","Cannot RETURN an asset in state MAINTENANCE.","RETURN completed successfully."
"e090","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e091","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e092","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e093","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e094","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e095","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e096","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e097","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e098","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e099","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e100","cam-001","AUDIT_OBSERVATION","1.0.0","2.0.0","REJECTED","REVIEW_REQUIRED","UNKNOWN_ACTOR_ROLE","AUDIT_DISCREPANCY","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown actor role: auditor","Audit observation differs from recorded condition."
"e101","cam-001","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset cam-001."
"e102","lap-001","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset lap-001."
"e103","cam-001","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"e104","lap-001","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
"e107","mic-001","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset mic-001."
"e108","trip-001","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset trip-001."
"e109","mic-001","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"e110","mic-001","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
"e113","tab-001","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset tab-001."
"e114","light-001","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset light-001."
"e115","tab-001","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"e116","tab-001","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
"e119","cam-002","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset cam-002."
"e120","lap-002","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset lap-002."
"e121","cam-002","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"e122","cam-002","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
"e125","mic-002","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset mic-002."
"e126","trip-002","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset trip-002."
"e127","mic-002","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"e128","mic-002","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
"e131","lap-003","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","CHECKED_OUT","","CHECKED_OUT","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset lap-003."
"e132","cam-004","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset cam-004."
"e133","lap-003","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"e134","lap-003","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","CHECKED_OUT","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
"e137","light-003","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset light-003."
"e138","light-004","RESERVE","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","ASSET_NOT_RESERVABLE","","RETIRED","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: RESERVE","Asset light-004 cannot be reserved in state RETIRED."
"e139","light-003","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"e140","light-003","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
"e141","light-003","CHECKOUT","1.0.0","2.0.0","REJECTED","ACCEPTED","ILLEGAL_STATE_TRANSITION","STATE_TRANSITION_ALLOWED","MAINTENANCE","AVAILABLE","","CHECKED_OUT","YES","DECISION_CHANGED","Cannot CHECKOUT an asset in state MAINTENANCE.","CHECKOUT completed successfully."
"e142","light-003","RETURN","1.0.0","2.0.0","REJECTED","ACCEPTED","ILLEGAL_STATE_TRANSITION","STATE_TRANSITION_ALLOWED","MAINTENANCE","CHECKED_OUT","","AVAILABLE","YES","DECISION_CHANGED","Cannot RETURN an asset in state MAINTENANCE.","RETURN completed successfully."
"e143","trip-003","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset trip-003."
"e144","trip-004","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset trip-004."
"e145","trip-003","CANCEL_RESERVATION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","RESERVATION_NOT_FOUND","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: CANCEL_RESERVATION","Reservation undefined does not exist."
"e146","trip-003","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
"e149","tab-003","RESERVE","1.0.0","2.0.0","REJECTED","ACCEPTED","UNKNOWN_EVENT_TYPE","RESERVATION_CREATED","","AVAILABLE","","AVAILABLE","YES","DECISION_CHANGED","Unknown event type: RESERVE","Reservation created for asset tab-003."
"e150","tab-003","MANUAL_CORRECTION","1.0.0","2.0.0","REJECTED","REJECTED","UNKNOWN_EVENT_TYPE","MANUAL_CORRECTION_INSUFFICIENT_EVIDENCE","","AVAILABLE","","","NO","STATE_OR_REASON_CHANGED","Unknown event type: MANUAL_CORRECTION","Manual correction is missing required evidence: evidence_ref"
